Date,Close
2023-06-03,152.4995664578059
2023-06-04,103.68940712069353
2023-06-05,186.78313010502475
2023-06-06,150.62432271315916
2023-06-07,183.9095657805974
2023-06-08,178.77358038759297
2023-06-09,154.09431159811703
2023-06-10,193.20904409632539
2023-06-11,169.4260486147116
2023-06-12,162.13119062315067
2023-06-13,100.39023475908823
2023-06-14,189.21324915373344
2023-06-15,137.094539910983
2023-06-16,163.50809273962227
2023-06-17,164.25315495942183
2023-06-18,113.41284189343688
2023-06-19,127.45103139528896
2023-06-20,122.31282760921081
2023-06-21,134.0300073521639
2023-06-22,110.7425515304771
2023-06-23,110.80768720822051
2023-06-24,118.47183247706204
2023-06-25,141.10525907806738
2023-06-26,140.5744459039452
2023-06-27,149.27001188687117
2023-06-28,119.39569303023582
2023-06-29,183.23498460912916
2023-06-30,145.45462568191346
2023-07-01,112.2569985429972
2023-07-02,154.7842664754243
2023-07-03,125.80564776362257
2023-07-04,162.17803315499458
2023-07-05,162.961614750371
2023-07-06,139.6216201858719
2023-07-07,151.36323717077016
2023-07-08,103.87849189984507
2023-07-09,128.65029711119618
2023-07-10,185.38364974783775
2023-07-11,152.0467688495102
2023-07-12,122.75753514465556
2023-07-13,152.6343262080995
2023-07-14,166.17299082611697
2023-07-15,196.53780059539145
2023-07-16,189.34597470520632
2023-07-17,157.71129281948367
2023-07-18,176.73233732400536
2023-07-19,101.19774332973024
